# Student number: r0123456
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,2.447340250015259,107579.38482973084,79137.35308403912,17,0,2,4,9,5,1,3,12,13,22,26,23,19,10,11,20,21,7,16,18,15,25,27,28,14,24,8,6,
1,3.987969398498535,102619.78359856,66432.30796798751,8,2,3,0,22,28,19,13,20,27,15,17,12,21,18,14,16,26,23,24,25,9,1,4,11,7,6,10,5,
2,5.262516736984253,98155.67253097655,66432.30796798751,8,2,3,0,22,28,19,13,20,27,15,17,12,21,18,14,16,26,23,24,25,9,1,4,11,7,6,10,5,
3,6.5553247928619385,94672.53323104365,66432.30796798751,8,2,3,0,22,28,19,13,20,27,15,17,12,21,18,14,16,26,23,24,25,9,1,4,11,7,6,10,5,
4,8.106412887573242,91666.98206423283,66432.30796798751,8,2,3,0,22,28,19,13,20,27,15,17,12,21,18,14,16,26,23,24,25,9,1,4,11,7,6,10,5,
5,9.49935793876648,89481.87991699317,66432.30796798751,8,2,3,0,22,28,19,13,20,27,15,17,12,21,18,14,16,26,23,24,25,9,1,4,11,7,6,10,5,
6,11.360912561416626,87668.12512118884,66432.30796798751,8,2,3,0,22,28,19,13,20,27,15,17,12,21,18,14,16,26,23,24,25,9,1,4,11,7,6,10,5,
7,12.765485286712646,85762.53202436892,66266.53055696789,15,19,26,23,25,16,14,20,21,13,27,22,12,17,24,18,10,6,28,11,5,0,1,4,2,9,7,3,8,
8,14.167171239852905,84297.63214745968,64670.62195054007,8,6,2,11,1,5,9,10,13,18,12,7,27,25,23,24,16,19,22,26,15,20,21,14,17,28,4,0,3,
9,15.540982484817505,83322.21151245102,63257.12086200637,6,3,7,2,18,16,11,5,1,9,10,0,4,8,12,14,17,15,25,28,13,26,23,20,27,24,22,21,19,
10,16.923783540725708,82398.17626768643,63257.12086200637,6,3,7,2,18,16,11,5,1,9,10,0,4,8,12,14,17,15,25,28,13,26,23,20,27,24,22,21,19,
11,18.311328887939453,81615.96320149297,61172.970616687664,9,11,2,28,20,14,26,15,18,13,17,25,19,23,24,21,16,22,27,12,1,0,5,4,7,3,6,8,10,
12,19.70541501045227,81217.62221196292,61172.970616687664,9,11,2,28,20,14,26,15,18,13,17,25,19,23,24,21,16,22,27,12,1,0,5,4,7,3,6,8,10,
13,21.081352949142456,80825.81953139127,61172.970616687664,9,11,2,28,20,14,26,15,18,13,17,25,19,23,24,21,16,22,27,12,1,0,5,4,7,3,6,8,10,
14,22.482542037963867,80195.50855385576,61172.970616687664,9,11,2,28,20,14,26,15,18,13,17,25,19,23,24,21,16,22,27,12,1,0,5,4,7,3,6,8,10,
15,23.88698410987854,79665.11402761747,61062.92444246184,2,6,11,9,4,1,0,5,3,10,7,21,25,17,8,12,16,28,22,24,26,20,14,18,15,13,23,27,19,
16,25.292322874069214,79412.2040062772,61062.92444246184,2,6,11,9,4,1,0,5,3,10,7,21,25,17,8,12,16,28,22,24,26,20,14,18,15,13,23,27,19,
17,26.674041271209717,79340.46110442259,61062.92444246184,2,6,11,9,4,1,0,5,3,10,7,21,25,17,8,12,16,28,22,24,26,20,14,18,15,13,23,27,19,
18,28.06680464744568,78882.91911633588,61062.92444246184,2,6,11,9,4,1,0,5,3,10,7,21,25,17,8,12,16,28,22,24,26,20,14,18,15,13,23,27,19,
